# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,"ANDHRA PRADESH ","25 ","25 ","7.8 ","8.2 ","1110 ","2180 ","0.5 ","0.5 ","0.2 ","7.7 ",,,"400 ",400
3087,"PATHAPADU (V), KRISHNA ",,,,,,,,,,,,,,,
,"HAND PUMP AT TANAM VILL.,",,,,,,,,,,,,,,,
,,"ANDHRA PRADESH ","28 ","28 ","7.6 ","7.9 ","1537 ","1917 ","1 ","1.4 ","7.9 ","8 ","7 ","7 ","150 ",160
3089,"VISHAKHAPATNAM ",,,,,,,,,,,,,,,
,"HAND PUMP AT PITTAVANIPALEM,",,,,,,,,,,,,,,,
,,"ANDHRA PRADESH ","26 ","26 ","7.2 ","7.6 ","1689 ","1796 ","1.4 ","1.6 ","9.9 ","11.6 ","7 ","7 ","15 ",21
3090,"VISHAKHAPATNAM ",,,,,,,,,,,,,,,
,"BORE WELL AT KAPULUPPADA DUMPSITE,",,,,,,,,,,,,,,,
,,"ANDHRA PRADESH ","25 ","28 ","7.3 ","7.6 ","2536 ","2893 ","1.3 ","1.5 ","8 ","8 ","3 ","4 ","380 ",460
3091,"VISHAKHAPATNAM ",,,,,,,,,,,,,,,
,"BORE WELL AT ARINAMA AKKIVALASA,",,,,,,,,,,,,,,,
,,"ANDHRA PRADESH ","27 ","27 ","7.6 ","7.7 ","653 ","738 ","1.2 ","1.5 ","4.1 ","5.7 ","14 ","15 ","64 ",75
3092,"SRIKAKULAM ",,,,,,,,,,,,,,,
,"B/W AT ALLADAPALEM VILLAGE,",,,,,,,,,,,,,,,
,,"ANDHRA PRADESH ","26 ","27 ","7.4 ","7.6 ","1375 ","1528 ","1 ","1.8 ","3.3 ","3.5 ","4 ","5 ","20 ",28
3093,"PYDIBHIMAVARAM, DISTT SRIKAKULAM ",,,,,,,,,,,,,,,
,,,,,166,,,,,,,,,,,

,,,,Table - 22.2: Water Quality of ground water in Assam - 2016,,,,,,,,,,,,
,Station,,,,,,,,,,,,,,,
Station,,State,,,,,Conductivity,,B.O.D.,,Nitrate-N + Nitrite-N,Faecal Coli form,,Total Coli form,,
,"Name ",,,"Temperature ⁰C ",,"pH ",,,,,,,,,,
code,,"Name ",,,,,(μmhos/cm),,(mg/l),,,(mg/l)(MPN/100ml),,(MPN/100ml),,
,,,"min ","max ","min ","max ","min ","max ","min ","max ","min ","max min max ","min ",max,,
,"Water quality criteria ",,,,,"6.5-8.5 ",,,"<3 mg/l ",,,"<2500MPN/100ml ",<5000MPN/100ml,,,
"1533 ","DIGBOI, TINSUKIA DISTT ","ASSAM ","21 ","21 ","6.6 ","6.6 ","200 ","200 ","2.8 ","2.8 ","0.1 ","0.1 ","2100 ",2100,,
"1534 ","KARBI ANGLONG DISTT ","ASSAM ","24 ","26 ","6.2 ","6.9 ","561 ","827 ","1.3 ","2.7 ","0.3 ",0.3,,,,
"1535 ","SIBSAGAR ","ASSAM ","23 ","24 ","6.5 ","6.5 ","224 ","267 ","0.9 ","2.4 ","0.1 ",0.3,,,,
"1536 ","SIBSAGAR ","ASSAM ","23 ","25 ","6 ","6.8 ","127 ","245 ","1.8 ","2.7 ","0.1 ",0.4,,,,
"1537 ","(JORHAT ","ASSAM ","24 ","26 ","6.4 ","6.6 ","159 ","181 ","2.1 ","2.2 ","0.1 ",6,,,,
"1538 ","SILCHAR ","ASSAM ","26 ","27 ","5.6 ","6.2 ","57 ","91 ","0.5 ","0.9 ","0.4 ","0.7 ","73 ",73,,
"1539 ","BARPETA ","ASSAM ","29 ","29 ","6.3 ","7.6 ","246 ","264 ","1.2 ","3.4 ","3.1 ","3.2 ","910 ",2000,,
"1540 ","BONAIGAON ","ASSAM ","29 ","30 ","6.3 ","6.4 ","228 ","624 ","0.2 ","1.9 ","6.9 ","7.4 ","73 ",73,,
"1541 ","GUWAHATI ","ASSAM ","24 ","29 ","6.3 ","7.2 ","212 ","271 ","1.4 ","5.2 ","0.2 ","0.2 ","300 ",360,,
"1542 ","GUWAHATI ","ASSAM ","23 ","25 ","6.5 ","6.7 ","548 ","627 ","0.8 ","6.6 ","4.5 ",10.3,,,,
"2243 ","GROUND WATER FROM LEDO, MARGHERITA ","ASSAM ","20 ","24 ","6.3 ","7.6 ","222 ","224 ","1.4 ","2.5 ","0.1 ",0.1,,,,
"2244 ","GROUND WATER FROM NAZIRA ","ASSAM ","24 ","25 ","6.7 ","7.4 ","193 ","202 ","1.3 ","2.4 ","0.1 ","0.2 ","36 ",36,,
,GROUND WATER FROM NUMALIGARH (NEAR,,,,,,,,,,,,,,,
,,"ASSAM ","23 ","29 ","6 ","6.1 ","81 ","124 ","0.6 ","0.8 ","1 ",1.1,,,,
2245,"NRL TE LABOR COLONY) ",,,,,,,,,,,,,,,
"2246 ","GROUND WATER FROM SEMENCHAPARI ","ASSAM ","22 ","23 ","6.9 ","7.2 ","108 ","194 ","0.6 ","2.3 ","0.1 ",0.3,,,,
"2247 ","GROUND WATER FROM SILAPATHAR ","ASSAM ","23 ","23 ","7 ","7.6 ","212 ","236 ","0.5 ","2.8 ","0.2 ",0.2,,,,
"2248 ","GROUND WATER FROM LAKHIMPUR TOWN ","ASSAM ","23 ","27 ","5.9 ","6.5 ","149 ","234 ","1.2 ","1.2 ","0.3 ","0.3 ","72 ",72,,
,GROUND WATER FROM TEZPUR (MISSION,,,,,,,,,,,,,,,
,,"ASSAM ","23 ","26 ","6.5 ","6.8 ","110 ","143 ","2.1 ","2.2 ","0.3 ","0.4 ","36 ",36,,
2249,"CHARIALI) ",,,,,,,,,,,,,,,
,GROUND WATER FROM NAGAON,,,,,,,,,,,,,,,
,,"ASSAM ","29 ","29 ","6.2 ","6.5 ","250 ","283 ","1.2 ","1.9 ","0.2 ","0.2 ","360 ",600,,
2250,"(PANIGAON) ",,,,,,,,,,,,,,,
,GROUND WATER FROM JAGIROAD NEAR HPC,,,,,,,,,,,,,,,
,,"ASSAM ","30 ","32 ","5.6 ","6 ","767 ","997 ","2.4 ","3 ","9.2 ","11.1 ","900 ",900,,
2251,"EFFLUENT DISCHARGE POINT ",,,,,,,,,,,,,,,
,GROUND WATER NEAR MSW DUMPING SITE,,,,,,,,,,,,,,,
,,"ASSAM ","22 ","26 ","6.7 ","6.8 ","215 ","375 ","0.6 ","1.3 ","0.1 ","0.1 ","600 ",2400,,
2252,"AT GARCHUK-GUWAHATI ",,,,,,,,,,,,,,,
"2253 ","GROUND WATER FROM NALBARI ","ASSAM ","25 ","26 ","6.8 ","7 ","206 ","410 ","1.8 ","2.1 ","0.1 ",1.1,,,,
,GROUND WATER FROM BARPETA ROAD(RLY,,,,,,,,,,,,,,,
,,"ASSAM ","29 ","30 ","6.8 ","7.1 ","552 ","719 ","1.2 ","2.8 ","0.8 ","0.9 ","700 ",1100,,
2254,"STATION) ",,,,,,,,,,,,,,,
"2255 ","GROUND WATER NEAR BPRL, DHALIGAON ","ASSAM ","28 ","30 ","6.2 ","6.9 ","157 ","252 ","1 ","1.8 ","4.9 ","5.2 ","73 ",73,,
,GROUND WATER FROM KOKRAJHAR DISTRICT,,,,,,,,,,,,,,,
,,"ASSAM ","29 ","29 ","6 ","6.1 ","101 ","196 ","0.7 ","1.3 ","0.1 ","0.2 ","36 ",36,,
2256,"(HS SCHOOL ) ",,,,,,,,,,,,,,,
,GROUND WATER FROM DHUBRI DISTRICT,,,,,,,,,,,,,,,
,,"ASSAM ","29 ","30 ","7.1 ","7.4 ","437 ","443 ","0.7 ","1.1 ","0.1 ","0.1 ","2900 ",2900,,
2257,"(COLLEGE NAGAR ) ",,,,,,,,,,,,,,,
,GROUND WATER FROM GOALPARA DIST.,,,,,,,,,,,,,,,
,,"ASSAM ","28 ","29 ","6.6 ","6.8 ","250 ","256 ","0.5 ","1.6 ","2.3 ",2.5,,,,
2258,"(GOALPARA COLLEGE ) ",,,,,,,,,,,,,,,
"2260 ","GROUND WATER FROM HAMREN ","ASSAM ","25 ","25 ","6 ","6.5 ","147 ","182 ","0.8 ","2 ","0.1 ",0.7,,,,
"2261 ","GROUND WATER FROM HAFLONG ","ASSAM ","23 ","23 ","7.8 ","7.8 ","131 ","131 ","1.5 ","1.5 ","0.1 ","0.1 ","91 ",91,,
,GROUND WATER FROM KARIMGANJ,,,,,,,,,,,,,,,
,,"ASSAM ","25 ","27 ","6.1 ","6.2 ","85 ","87 ","0.9 ","1.2 ","0.1 ",0.1,,,,
2262,"(COLLEGE) ",,,,,,,,,,,,,,,
"2263 ","GROUND WATER FROM HIALAKANDI (NEAR ","ASSAM ","25 ","26 ","6.7 ","6.9 ","135 ","139 ","1.6 ","2.2 ","1.7 ","1.7 ","110 ",110,,
,,,,,,167,,,,,,,,,,

Station,,,,,,,,,,,,,,,,
StationState,,,,Conductivity,,B.O.D.,,Nitrate-N + Nitrite-N,,,Faecal Coli form,,Total Coli form,,,
"Name ","Temperature ⁰C ",,"pH ",,,,,,,,,,,,,
"codeName ",,,,(μmhos/cm),,(mg/l),,,(mg/l),,(MPN/100ml),,(MPN/100ml),,,
"min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ",max,,,
"Water quality criteria ",,,"6.5-8.5 ",,,"<3 mg/l ",,,,"<2500MPN/100ml ",,<5000MPN/100ml,,,,
ASTC BUS STAND ),,,,,,,,,,,,,,,,
GROUND WATER IN PANCHGRAM MARKET,,,,,,,,,,,,,,,,
"ASSAM 25 ","26 ","6.1 ","6.1 ","146 ","174 ","0.8 ","2.5 ","0.6 ",0.8,,,,,,,
"2264NEAR CACHAR PAPER MILL ",,,,,,,,,,,,,,,,
,,,168,,,,,,,,,,,,,

,,Table - 22.3: Water Quality of ground water in Bihar - 2016,,,,,,,,,,,,,,
,Station,,,,,,,,,,,,,,,
Station,,,,,,,,ConductivityB.O.D.,Nitrate-N + Nitrite-N,,Faecal Coli form,,Total Coli form,,,
,"Name ","State Name ",,"Temperature ⁰C ","pH ",,,,,,,,,,,
code,,,,,,,,(μmhos/cm)(mg/l),(mg/l),,(MPN/100ml),,(MPN/100ml),,,
,,,"min ","max ","min ","max ","min ","max min max ","min ","max ","min ","max ","min ",max,,
,,,,,"6.5-8.5 ",,,"<3 mg/l ",,,"<2500MPN/100ml ",,<5000MPN/100ml,,,
,"Water quality criteria ",,,,,,,,,,,,,,,
,"BORE WELL WATER AT BHUT NATH ROAD WATER TANK SEC-3,",,,,,,,,,,,,,,,
,,"BIHAR ","29 ","29 ","7 ","7 ","655 ","655 ","0 ",0,,,,,,
1826,"KANKARBAGH,PATNA ",,,,,,,,,,,,,,,
,"TAP WATER COMING FROM OVER HEAD TANK PMCH CAMPUS,",,,,,,,,,,,,,,,
"1827 ",,"BIHAR ","27 ","28 ","7.1 ","7.7 ","552 ","616 ","0 ","0 ","4 ","7 ","10 ",14,,
,"PATNA ",,,,,,,,,,,,,,,
,BORE WELL WATER IN CAMPUS OF PATNA WATER BOARD HEAD,,,,,,,,,,,,,,,
"1828 ",,"BIHAR ","27 ","28 ","7.1 ","7.4 ","592 ","657 ","0 ",0,,,,,,
,"OFFICE, NEAR HIGH COURT, PATNA ",,,,,,,,,,,,,,,
"1829 ","BORE WELL WATER FROM IGIMS CAMPUS, PATNA ","BIHAR ","29 ","32 ","6.9 ","7.5 ","556 ","634 ","0 ","0 ","2 ","2 ","4 ",4,,
,BORE WELL WATER (PHED PUMP HOUSE) SADAR HOSPITAL,,,,,,,,,,,,,,,
"1830 ",,"BIHAR ","26 ","36 ","7.2 ","7.5 ","649 ","709 ","0 ",0,,,,,,
,"CAMPUS, MUZAFFARPUR ",,,,,,,,,,,,,,,
,"BORE WELL WATER MMC PUMP HOUSE BRAHMPURA NAKA,",,,,,,,,,,,,,,,
"1831 ",,"BIHAR ","26 ","35 ","7.7 ","7.9 ","619 ","754 ","0 ",0,,,,,,
,"MUZAFFARPUR ",,,,,,,,,,,,,,,
"1832 ","TAP WATER IN CAMPUS OF KALI ASTHAN, BEGUSARAI ","BIHAR ","26 ","28 ","7.4 ","7.4 ","873 ","1960 ","0 ","0 ","5 ","5 ","8 ",8,,
"1833 ","TAP WATER IN CAMPUS OF S.P OOFICE, POKHARIA, BEGUSARAI ","BIHAR ","26 ","28 ","7.4 ","7.5 ","1053 ","1060 ","0 ","0 ","7 ","7 ","14 ",14,,
"1834 ","HAND PUMP WATER NEAR GOVT. HOSPITAL, PURNEA ","BIHAR ","24 ","28 ","7.2 ","7.3 ","320 ","1210 ","0 ","0 ","7 ","7 ","14 ",14,,
"1835 ","HAND PUMP WATER NEAR COURT LOWER COURT, PURNEA ","BIHAR ","24 ","28 ","7.3 ","7.4 ","1140 ","1140 ","0 ",0,,,,,,
,"HAND PUMP WATER NEAR BUS STAND TILKS MANJHI CHOWK,",,,,,,,,,,,,,,,
"1836 ",,"BIHAR ","25 ","25 ","7.4 ","7.4 ","812 ","1180 ","0 ","0 ","9 ","9 ","14 ",14,,
,"BEGUSARAI ",,,,,,,,,,,,,,,
"1837 ","BEGUSARAI ","BIHAR ","26 ","28 ","7.3 ","7.4 ","526 ","1200 ","0 ","0 ","4 ","6 ","6 ",14,,
"1838 ","TAP WATER NEAR VEER KUWAR SINGH CHOWK, MUNGER ","BIHAR ","25 ","25 ","7.4 ","7.5 ","693 ","1140 ","0 ","0 ","7 ","7 ","14 ",14,,
,"HAND PUMP WATER IN CAMPUS OF KASTURBA WATER WORKS,",,,,,,,,,,,,,,,
"1839 ",,"BIHAR ","25 ","26 ","7.3 ","7.4 ","742 ","2090 ","0 ","0 ","7 ","7 ","9 ",9,,
,"MUNGER ",,,,,,,,,,,,,,,
"1840 ","TAP WATER PHED PUMP HOUSE MAIN ROAD, MOTIHARI ","BIHAR ","25 ","33 ","7.5 ","7.7 ","659 ","696 ","0 ",0,,,,,,
,"TAP WELL WATER FROM T. MODAL INTER SCHOOL, G.B ROAD,",,,,,,,,,,,,,,,
"1841 ",,"BIHAR ","25 ","32 ","7.1 ","7.5 ","494 ","1660 ","0 ","0 ","2 ","5 ","4 ",7,,
,"GAYA ",,,,,,,,,,,,,,,
"1842 ","TAP WATER SAMPLE AT RAMKUND, GAYA ","BIHAR ","25 ","31 ","7.5 ","8.6 ","481 ","586 ","0 ",0,,,,,,
"1843 ","PHED WATER SUPPLY NEAR BUS STAND, RAJGIR ","BIHAR ","26 ","26 ","7.5 ","7.7 ","462 ","966 ","0 ",0,,,,,,
,,,,169,,,,,,,,,,,,

,Station,,,,,,,,,,,,,,,
Station,,,,,,,,ConductivityB.O.D.,Nitrate-N + Nitrite-N,,Faecal Coli form,,Total Coli form,,,
,"Name ","State Name ",,"Temperature ⁰C ","pH ",,,,,,,,,,,
code,,,,,,,,(μmhos/cm)(mg/l),(mg/l),,(MPN/100ml),,(MPN/100ml),,,
,,,"min ","max ","min ","max ","min ","max min max ","min ","max ","min ","max ","min ",max,,
,,,,,"6.5-8.5 ",,,"<3 mg/l ",,,"<2500MPN/100ml ",,<5000MPN/100ml,,,
,"Water quality criteria ",,,,,,,,,,,,,,,
"1844 ","BORE WELL WATER NEAR COMMISSIONARY OFFICE, CHAPRA ","BIHAR ","28 ","28 ","7.1 ","7.3 ","550 ","720 ","0 ","0 ","9 ","9 ","20 ",20,,
"2576 ","HAND PUMP WATER AT CIVIL COURT, AURANGABAD ","BIHAR ","25 ","28 ","7.2 ","7.6 ","618 ","2340 ","0 ","0 ","7 ","7 ","14 ",14,,
"2577 ","HAND PUMP WATER AT COURT CAMPOUND, ARARIA ","BIHAR ","26 ","28 ","7.2 ","7.4 ","360 ","890 ","0 ","0 ","4 ","7 ","6 ",14,,
"2578 ","HAND PUMP WATER AT SARDAR PATEL BUS STAND, BHOJPUR ","BIHAR ","26 ","29 ","7.2 ","7.4 ","310 ","592 ","0 ","0 ","5 ","5 ","9 ",9,,
"2579 ","TUBE WELL WATER AT COLLECTRIATE CAMPUS, BUXAR ","BIHAR ","26 ","27 ","7.3 ","7.3 ","732 ","740 ","0 ","0 ","7 ","7 ","14 ",14,,
,"HAND PUMP WATER FROM NAGAR PARISHAD, BHABHUA ","BIHAR ","28 ","28 ","7.2 ","7.2 ","159 ","159 ","0 ",0,,,,,,
"2580 ",,,,,,,,,,,,,,,,
,HAND PUMP WATER AT KILA GATE NEAR RAMBAGH MITHILA,,,,,,,,,,,,,,,
"2581 ",,"BIHAR ","23 ","27 ","7.3 ","7.4 ","628 ","890 ","0 ","0 ","4 ","4 ","9 ",9,,
,"UNIVERSITY, DARBHANGA ",,,,,,,,,,,,,,,
"2582 ","HAND PUMP WATER AT DARBHANGA BUS STAND, DARBHANGA ","BIHAR ","24 ","27 ","7.2 ","8 ","634 ","725 ","0 ","0 ","4 ","7 ","6 ",14,,
"2583 ","HAND PUMP WATER AT BUS STAND, GOPALGANJ ","BIHAR ","23 ","25 ","7 ","7.4 ","670 ","1994 ","0 ","0 ","4 ","4 ","8 ",8,,
"2584 ","HAND PUMP WATER AT THAWAY MANDIR CAMPUS, GOPALGANJ ","BIHAR ","24 ","28 ","7.1 ","7.3 ","750 ","1580 ","0 ",0,,,,,,
,"TAP WATER NEAR PANI TANKI AT JAHANABAD COURT,",,,,,,,,,,,,,,,
"2585 ",,"BIHAR ","25 ","28 ","7.4 ","7.5 ","690 ","1120 ","0 ","0 ","5 ","5 ","18 ",18,,
,"JAHANABAD ",,,,,,,,,,,,,,,
"2586 ","HAND PUMP WATER AT BUS STAND, KATIHAR ","BIHAR ","27 ","32 ","7 ","7.2 ","374 ","726 ","0 ","0 ","5 ","5 ","7 ",7,,
"2587 ","HAND PUMP WATER NEAR SADAR HOSPITAL, KHAGARIA ","BIHAR ","22 ","24 ","7.4 ","7.4 ","779 ","915 ","0 ","0 ","4 ","4 ","6 ",6,,
"2588 ","HAND PUMP WATER AT D.M OFFICE, KISHANGANJ ","BIHAR ","24 ","34 ","7.2 ","7.4 ","380 ","1040 ","0 ","0 ","5 ","5 ","7 ",7,,
"2589 ","HAND PUMP WATER NEAR D.M OFFICE, MADHEPURA ","BIHAR ","25 ","33 ","7.4 ","7.4 ","657 ","657 ","0 ","0 ","4 ","4 ","6 ",8,,
"2590 ","HAND PUMP WATER AT COLLECTRIATE OFFICE, MADHUBANI ","BIHAR ","22 ","27 ","7.5 ","7.6 ","450 ","747 ","0 ",0,,,,,,
,"TAP WATER INSIDE THE CAMPUS OF TOURIST CAFETERIA,",,,,,,,,,,,,,,,
"2591 ",,"BIHAR ","25 ","25 ","7.5 ","7.6 ","859 ","1200 ","0 ","0 ","4 ","7 ","6 ",17,,
,"NALANDA ",,,,,,,,,,,,,,,
"2592 ","HAND PUMP WATER AT CIVIL COURT, NALANDA ","BIHAR ","25 ","25 ","7.4 ","7.6 ","820 ","820 ","0 ","0 ","4 ","5 ","6 ",7,,
,,,,170,,,,,,,,,,,,

,Station,,,,,,,,,,,,,,,
Station,,,,,,,,ConductivityB.O.D.,Nitrate-N + Nitrite-N,,Faecal Coli form,,Total Coli form,,,
,"Name ","State Name ",,"Temperature ⁰C ","pH ",,,,,,,,,,,
code,,,,,,,,(μmhos/cm)(mg/l),(mg/l),,(MPN/100ml),,(MPN/100ml),,,
,,,"min ","max ","min ","max ","min ","max min max ","min ","max ","min ","max ","min ",max,,
,,,,,"6.5-8.5 ",,,"<3 mg/l ",,,"<2500MPN/100ml ",,<5000MPN/100ml,,,
,"Water quality criteria ",,,,,,,,,,,,,,,
"2594 ","SAHARSA HAND PUMP WATER NEAR SADAR HOSPITAL ","BIHAR ","25 ","26 ","7.4 ","7.4 ","500 ","500 ","0 ","0 ","7 ","7 ","14 ",14,,
"2595 ","SAMASTIPUR HAND PUMP WATER AT COLLECTRIATE CAMPUS ","BIHAR ","24 ","30 ","7.2 ","7.4 ","466 ","926 ","0 ","0 ","3 ","3 ","7 ",7,,
"2596 ","SITAMARHI- HAND PUMP WATER AT SRI JANKI MANDIR ","BIHAR ","25 ","35 ","7.7 ","8.2 ","721 ","835 ","0 ","0 ","4 ","4 ","6 ",7,,
"2597 ","SIWAN BOREWELL WATER AT COLLECTRIATE CAMPUS ","BIHAR ","28 ","28 ","7.4 ","7.5 ","739 ","1610 ","0 ",0,,,,,,
,ROHTAS BORE WELL WATER FROM WATER TANK NEAR DHARMA,,,,,,,,,,,,,,,
"2598 ",,"BIHAR ","26 ","28 ","7.4 ","7.9 ","329 ","890 ","0 ",0,,,,,,
,"SHALA SASARAM ",,,,,,,,,,,,,,,
"2599 ","ROHTAS HAND PUMP WATER AT BUST STAND SASARAM ","BIHAR ","26 ","28 ","7.4 ","7.6 ","694 ","830 ","0 ","0 ","7 ","7 ","9 ",9,,
"2600 ","VAISHALI TAP WATER AT RAILWAY STATION CAMPUS HAZIPUR ","BIHAR ","24 ","35 ","7.4 ","7.6 ","925 ","1134 ","0 ",0,,,,,,
,ARA (BHOJPUR) BORE WELL WATER AT STATION RAOD NEAR RLY,,,,,,,,,,,,,,,
"3138 ",,"BIHAR ","26 ","28 ","7.2 ","7.5 ","861 ","905 ","0 ","0 ","4 ","4 ","6 ",6,,
,"STATION ",,,,,,,,,,,,,,,
"3139 ","ARARIA HAND PUMP WATER AT BUS STAND ","BIHAR ","26 ","28 ","7.2 ","7.4 ","370 ","1020 ","0 ","0 ","4 ","5 ","6 ",11,,
"3140 ","BETTIAH HAND PUMP WATER AT RAILWAY STATION ","BIHAR ","22 ","30 ","7.2 ","7.7 ","376 ","1883 ","0 ","0 ","5 ","5 ","8 ",8,,
,BODHGAYA HAND PUMP WATER NEAR LONG LORD BUDHA,,,,,,,,,,,,,,,
"3141 ",,"BIHAR ","26 ","28 ","7.6 ","7.6 ","400 ","516 ","0 ","0 ","4 ","5 ","6 ",14,,
,"TEMPLE ",,,,,,,,,,,,,,,
,"BIKRAMGANJ HAND PUMP WATER AT BUS STAND CHOWK ","BIHAR ","26 ","26 ","7.3 ","7.3 ","518 ","518 ","0 ",0,,,,,,
"3142 ",,,,,,,,,,,,,,,,
"3143 ","BAGAHA HAND PUMP WATER AT BAGAHA BAZAR ","BIHAR ","36 ","36 ","7.3 ","7.3 ","698 ","698 ","0 ","0 ","4 ","4 ","8 ",8,,
"3144 ","BARH HAND PUMP WATER NEAR A.N.S. COLLEGE BARH ","BIHAR ","25 ","26 ","7.4 ","7.5 ","831 ","996 ","0 ","0 ","5 ","5 ","9 ",9,,
,DEHRI ON SONE HAND PUMP WATER NERA MUFFASIL THANA,,,,,,,,,,,,,,,
"3145 ",,"BIHAR ","25 ","27 ","6.9 ","7.8 ","620 ","971 ","0 ","0 ","7 ","7 ","9 ",9,,
,"MORE ",,,,,,,,,,,,,,,
,"DUMRAON BORE WELL WATER AT PANI TANKI, BUXAR DUMRAON",,,,,,,,,,,,,,,
"3146 ",,"BIHAR ","26 ","27 ","7.3 ","7.6 ","606 ","2090 ","0 ",0,,,,,,
,"ROAD ",,,,,,,,,,,,,,,
"3147 ","JAYNAGAR HAND PUMP WATER AT RAILWAY STATION ","BIHAR ","22 ","27 ","7.3 ","7.6 ","461 ","728 ","0 ",0,,,,,,
"3148 ","JAMALPUR HAND PUMP WATER AT POLICE STAITION JAMALPUR ","BIHAR ","25 ","25 ","7.4 ","7.5 ","686 ","1040 ","0 ","0 ","4 ","7 ","6 ",9,,
"3149 ","KUDRA HAND PUMP WATER AT RAILWAY STATION ","BIHAR ","25 ","27 ","7.1 ","7.7 ","556 ","1220 ","0 ","0 ","7 ","7 ","17 ",17,,
"3150 ","MANER HAND PUMP WATER AT MAIN ROAD NEAR KALI MANDIR ","BIHAR ","25 ","30 ","7.3 ","7.7 ","343 ","555 ","0 ","0 ","5 ","5 ","8 ",8,,
,,,,171,,,,,,,,,,,,

,Station,,,,,,,,,,,,,,,
